"Notes","Residence Census Region","Residence Census Region Code","Residence State","Residence State Code","Year","Year Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Census Region 3: South","CENS-R3","Maryland","24","2018","2018","Other bacterial diseases","A30-A49",242,6042718,4.0,3.3
,"Census Region 3: South","CENS-R3","Maryland","24","2018","2018","Renal failure","N17-N19",243,6042718,4.0,3.4
"Total","Census Region 3: South","CENS-R3","Maryland","24","2018","2018",,,485,6042718,8.0,6.7
,"Census Region 3: South","CENS-R3","Maryland","24","2019","2019","Other bacterial diseases","A30-A49",280,6045680,4.6,3.8
,"Census Region 3: South","CENS-R3","Maryland","24","2019","2019","Renal failure","N17-N19",283,6045680,4.7,3.8
"Total","Census Region 3: South","CENS-R3","Maryland","24","2019","2019",,,563,6045680,9.3,7.6
,"Census Region 3: South","CENS-R3","Maryland","24","2020","2020","Other bacterial diseases","A30-A49",427,6055802,7.1,5.7
,"Census Region 3: South","CENS-R3","Maryland","24","2020","2020","Renal failure","N17-N19",429,6055802,7.1,5.8
"Total","Census Region 3: South","CENS-R3","Maryland","24","2020","2020",,,856,6055802,14.1,11.5
,"Census Region 3: South","CENS-R3","Maryland","24","2021","2021","Other bacterial diseases","A30-A49",609,6165129,9.9,8.2
,"Census Region 3: South","CENS-R3","Maryland","24","2021","2021","Renal failure","N17-N19",610,6165129,9.9,8.2
"Total","Census Region 3: South","CENS-R3","Maryland","24","2021","2021",,,1219,6165129,19.8,16.4
,"Census Region 3: South","CENS-R3","Maryland","24","2022","2022","Other bacterial diseases","A30-A49",755,6164660,12.2,9.7
,"Census Region 3: South","CENS-R3","Maryland","24","2022","2022","Renal failure","N17-N19",761,6164660,12.3,9.8
"Total","Census Region 3: South","CENS-R3","Maryland","24","2022","2022",,,1516,6164660,24.6,19.5
,"Census Region 3: South","CENS-R3","Maryland","24","2023","2023","Other bacterial diseases","A30-A49",680,6180253,11.0,8.8
,"Census Region 3: South","CENS-R3","Maryland","24","2023","2023","Renal failure","N17-N19",684,6180253,11.1,8.8
"Total","Census Region 3: South","CENS-R3","Maryland","24","2023","2023",,,1364,6180253,22.1,17.5
,"Census Region 3: South","CENS-R3","Maryland","24","2024 (provisional)","2024","Other bacterial diseases","A30-A49",700,6263220,11.2,8.7
,"Census Region 3: South","CENS-R3","Maryland","24","2024 (provisional)","2024","Renal failure","N17-N19",704,6263220,11.2,8.7
"Total","Census Region 3: South","CENS-R3","Maryland","24","2024 (provisional)","2024",,,1404,6263220,22.4,17.4
,"Census Region 3: South","CENS-R3","Maryland","24","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",736,6263220,11.8,9.1
,"Census Region 3: South","CENS-R3","Maryland","24","2025 (provisional and partial)","2025","Renal failure","N17-N19",743,6263220,11.9,9.2
"Total","Census Region 3: South","CENS-R3","Maryland","24","2025 (provisional and partial)","2025",,,1479,6263220,23.6,18.3
,"Census Region 3: South","CENS-R3","Maryland","24","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",46,6263220,0.7,0.6
,"Census Region 3: South","CENS-R3","Maryland","24","2026 (provisional and partial)","2026","Renal failure","N17-N19",46,6263220,0.7,0.6
"Total","Census Region 3: South","CENS-R3","Maryland","24","2026 (provisional and partial)","2026",,,92,6263220,1.5,1.2
"Total","Census Region 3: South","CENS-R3","Maryland","24",,,,,8978,55443902,16.2,13.0
,"Census Region 3: South","CENS-R3","North Carolina","37","2018","2018","Other bacterial diseases","A30-A49",591,10383620,5.7,4.7
,"Census Region 3: South","CENS-R3","North Carolina","37","2018","2018","Renal failure","N17-N19",593,10383620,5.7,4.7
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2018","2018",,,1184,10383620,11.4,9.5
,"Census Region 3: South","CENS-R3","North Carolina","37","2019","2019","Other bacterial diseases","A30-A49",533,10488084,5.1,4.2
,"Census Region 3: South","CENS-R3","North Carolina","37","2019","2019","Renal failure","N17-N19",539,10488084,5.1,4.2
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2019","2019",,,1072,10488084,10.2,8.4
,"Census Region 3: South","CENS-R3","North Carolina","37","2020","2020","Other bacterial diseases","A30-A49",717,10600823,6.8,5.4
,"Census Region 3: South","CENS-R3","North Carolina","37","2020","2020","Renal failure","N17-N19",728,10600823,6.9,5.5
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2020","2020",,,1445,10600823,13.6,10.9
,"Census Region 3: South","CENS-R3","North Carolina","37","2021","2021","Other bacterial diseases","A30-A49",1130,10551162,10.7,8.8
,"Census Region 3: South","CENS-R3","North Carolina","37","2021","2021","Renal failure","N17-N19",1141,10551162,10.8,8.9
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2021","2021",,,2271,10551162,21.5,17.6
,"Census Region 3: South","CENS-R3","North Carolina","37","2022","2022","Other bacterial diseases","A30-A49",1225,10698973,11.4,9.2
,"Census Region 3: South","CENS-R3","North Carolina","37","2022","2022","Renal failure","N17-N19",1234,10698973,11.5,9.3
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2022","2022",,,2459,10698973,23.0,18.4
,"Census Region 3: South","CENS-R3","North Carolina","37","2023","2023","Other bacterial diseases","A30-A49",992,10835491,9.2,7.3
,"Census Region 3: South","CENS-R3","North Carolina","37","2023","2023","Renal failure","N17-N19",1010,10835491,9.3,7.4
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2023","2023",,,2002,10835491,18.5,14.7
,"Census Region 3: South","CENS-R3","North Carolina","37","2024 (provisional)","2024","Other bacterial diseases","A30-A49",968,11046024,8.8,6.9
,"Census Region 3: South","CENS-R3","North Carolina","37","2024 (provisional)","2024","Renal failure","N17-N19",986,11046024,8.9,7.0
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2024 (provisional)","2024",,,1954,11046024,17.7,13.9
,"Census Region 3: South","CENS-R3","North Carolina","37","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",999,11046024,9.0,7.1
,"Census Region 3: South","CENS-R3","North Carolina","37","2025 (provisional and partial)","2025","Renal failure","N17-N19",1017,11046024,9.2,7.2
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2025 (provisional and partial)","2025",,,2016,11046024,18.3,14.3
,"Census Region 3: South","CENS-R3","North Carolina","37","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",44,11046024,0.4,0.3
,"Census Region 3: South","CENS-R3","North Carolina","37","2026 (provisional and partial)","2026","Renal failure","N17-N19",44,11046024,0.4,0.3
"Total","Census Region 3: South","CENS-R3","North Carolina","37","2026 (provisional and partial)","2026",,,88,11046024,0.8,0.6
"Total","Census Region 3: South","CENS-R3","North Carolina","37",,,,,14491,96696225,15.0,12.0
,"Census Region 3: South","CENS-R3","South Carolina","45","2018","2018","Other bacterial diseases","A30-A49",420,5084127,8.3,6.6
,"Census Region 3: South","CENS-R3","South Carolina","45","2018","2018","Renal failure","N17-N19",443,5084127,8.7,7.0
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2018","2018",,,863,5084127,17.0,13.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2019","2019","Other bacterial diseases","A30-A49",436,5148714,8.5,6.6
,"Census Region 3: South","CENS-R3","South Carolina","45","2019","2019","Renal failure","N17-N19",447,5148714,8.7,6.7
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2019","2019",,,883,5148714,17.1,13.3
,"Census Region 3: South","CENS-R3","South Carolina","45","2020","2020","Other bacterial diseases","A30-A49",624,5218040,12.0,9.1
,"Census Region 3: South","CENS-R3","South Carolina","45","2020","2020","Renal failure","N17-N19",653,5218040,12.5,9.5
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2020","2020",,,1277,5218040,24.5,18.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2021","2021","Other bacterial diseases","A30-A49",899,5190705,17.3,13.7
,"Census Region 3: South","CENS-R3","South Carolina","45","2021","2021","Renal failure","N17-N19",936,5190705,18.0,14.2
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2021","2021",,,1835,5190705,35.4,27.9
,"Census Region 3: South","CENS-R3","South Carolina","45","2022","2022","Other bacterial diseases","A30-A49",1061,5282634,20.1,15.1
,"Census Region 3: South","CENS-R3","South Carolina","45","2022","2022","Renal failure","N17-N19",1077,5282634,20.4,15.3
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2022","2022",,,2138,5282634,40.5,30.4
,"Census Region 3: South","CENS-R3","South Carolina","45","2023","2023","Other bacterial diseases","A30-A49",963,5373555,17.9,13.6
,"Census Region 3: South","CENS-R3","South Carolina","45","2023","2023","Renal failure","N17-N19",985,5373555,18.3,13.9
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2023","2023",,,1948,5373555,36.3,27.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2024 (provisional)","2024","Other bacterial diseases","A30-A49",853,5478831,15.6,11.5
,"Census Region 3: South","CENS-R3","South Carolina","45","2024 (provisional)","2024","Renal failure","N17-N19",876,5478831,16.0,11.8
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2024 (provisional)","2024",,,1729,5478831,31.6,23.3
,"Census Region 3: South","CENS-R3","South Carolina","45","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",876,5478831,16.0,12.0
,"Census Region 3: South","CENS-R3","South Carolina","45","2025 (provisional and partial)","2025","Renal failure","N17-N19",892,5478831,16.3,12.2
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2025 (provisional and partial)","2025",,,1768,5478831,32.3,24.3
,"Census Region 3: South","CENS-R3","South Carolina","45","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",52,5478831,0.9,0.7
,"Census Region 3: South","CENS-R3","South Carolina","45","2026 (provisional and partial)","2026","Renal failure","N17-N19",53,5478831,1.0,0.8
"Total","Census Region 3: South","CENS-R3","South Carolina","45","2026 (provisional and partial)","2026",,,105,5478831,1.9,1.5
"Total","Census Region 3: South","CENS-R3","South Carolina","45",,,,,12546,47734268,26.3,20.0
,"Census Region 3: South","CENS-R3","Virginia","51","2018","2018","Other bacterial diseases","A30-A49",425,8517685,5.0,4.2
,"Census Region 3: South","CENS-R3","Virginia","51","2018","2018","Renal failure","N17-N19",431,8517685,5.1,4.3
"Total","Census Region 3: South","CENS-R3","Virginia","51","2018","2018",,,856,8517685,10.0,8.5
,"Census Region 3: South","CENS-R3","Virginia","51","2019","2019","Other bacterial diseases","A30-A49",379,8535519,4.4,3.7
,"Census Region 3: South","CENS-R3","Virginia","51","2019","2019","Renal failure","N17-N19",383,8535519,4.5,3.8
"Total","Census Region 3: South","CENS-R3","Virginia","51","2019","2019",,,762,8535519,8.9,7.4
,"Census Region 3: South","CENS-R3","Virginia","51","2020","2020","Other bacterial diseases","A30-A49",524,8590563,6.1,5.0
,"Census Region 3: South","CENS-R3","Virginia","51","2020","2020","Renal failure","N17-N19",530,8590563,6.2,5.1
"Total","Census Region 3: South","CENS-R3","Virginia","51","2020","2020",,,1054,8590563,12.3,10.1
,"Census Region 3: South","CENS-R3","Virginia","51","2021","2021","Other bacterial diseases","A30-A49",941,8642274,10.9,9.1
,"Census Region 3: South","CENS-R3","Virginia","51","2021","2021","Renal failure","N17-N19",956,8642274,11.1,9.3
"Total","Census Region 3: South","CENS-R3","Virginia","51","2021","2021",,,1897,8642274,22.0,18.4
,"Census Region 3: South","CENS-R3","Virginia","51","2022","2022","Other bacterial diseases","A30-A49",973,8683619,11.2,9.0
,"Census Region 3: South","CENS-R3","Virginia","51","2022","2022","Renal failure","N17-N19",994,8683619,11.4,9.2
"Total","Census Region 3: South","CENS-R3","Virginia","51","2022","2022",,,1967,8683619,22.7,18.3
,"Census Region 3: South","CENS-R3","Virginia","51","2023","2023","Other bacterial diseases","A30-A49",782,8715698,9.0,7.2
,"Census Region 3: South","CENS-R3","Virginia","51","2023","2023","Renal failure","N17-N19",797,8715698,9.1,7.3
"Total","Census Region 3: South","CENS-R3","Virginia","51","2023","2023",,,1579,8715698,18.1,14.5
,"Census Region 3: South","CENS-R3","Virginia","51","2024 (provisional)","2024","Other bacterial diseases","A30-A49",805,8811195,9.1,7.2
,"Census Region 3: South","CENS-R3","Virginia","51","2024 (provisional)","2024","Renal failure","N17-N19",822,8811195,9.3,7.4
"Total","Census Region 3: South","CENS-R3","Virginia","51","2024 (provisional)","2024",,,1627,8811195,18.5,14.6
,"Census Region 3: South","CENS-R3","Virginia","51","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",736,8811195,8.4,6.6
,"Census Region 3: South","CENS-R3","Virginia","51","2025 (provisional and partial)","2025","Renal failure","N17-N19",751,8811195,8.5,6.8
"Total","Census Region 3: South","CENS-R3","Virginia","51","2025 (provisional and partial)","2025",,,1487,8811195,16.9,13.4
,"Census Region 3: South","CENS-R3","Virginia","51","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",53,8811195,0.6,0.5
,"Census Region 3: South","CENS-R3","Virginia","51","2026 (provisional and partial)","2026","Renal failure","N17-N19",53,8811195,0.6,0.5
"Total","Census Region 3: South","CENS-R3","Virginia","51","2026 (provisional and partial)","2026",,,106,8811195,1.2,1.0
"Total","Census Region 3: South","CENS-R3","Virginia","51",,,,,11335,78118943,14.5,11.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2018","2018","Other bacterial diseases","A30-A49",150,1805832,8.3,5.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2018","2018","Renal failure","N17-N19",150,1805832,8.3,5.8
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2018","2018",,,300,1805832,16.6,11.6
,"Census Region 3: South","CENS-R3","West Virginia","54","2019","2019","Other bacterial diseases","A30-A49",145,1792147,8.1,5.7
,"Census Region 3: South","CENS-R3","West Virginia","54","2019","2019","Renal failure","N17-N19",147,1792147,8.2,5.8
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2019","2019",,,292,1792147,16.3,11.6
,"Census Region 3: South","CENS-R3","West Virginia","54","2020","2020","Other bacterial diseases","A30-A49",162,1784787,9.1,6.4
,"Census Region 3: South","CENS-R3","West Virginia","54","2020","2020","Renal failure","N17-N19",163,1784787,9.1,6.4
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2020","2020",,,325,1784787,18.2,12.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2021","2021","Other bacterial diseases","A30-A49",365,1782959,20.5,14.6
,"Census Region 3: South","CENS-R3","West Virginia","54","2021","2021","Renal failure","N17-N19",371,1782959,20.8,14.8
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2021","2021",,,736,1782959,41.3,29.4
,"Census Region 3: South","CENS-R3","West Virginia","54","2022","2022","Other bacterial diseases","A30-A49",301,1775156,17.0,11.9
,"Census Region 3: South","CENS-R3","West Virginia","54","2022","2022","Renal failure","N17-N19",301,1775156,17.0,11.9
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2022","2022",,,602,1775156,33.9,23.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2023","2023","Other bacterial diseases","A30-A49",239,1770071,13.5,9.3
,"Census Region 3: South","CENS-R3","West Virginia","54","2023","2023","Renal failure","N17-N19",243,1770071,13.7,9.5
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2023","2023",,,482,1770071,27.2,18.8
,"Census Region 3: South","CENS-R3","West Virginia","54","2024 (provisional)","2024","Other bacterial diseases","A30-A49",215,1769979,12.1,8.1
,"Census Region 3: South","CENS-R3","West Virginia","54","2024 (provisional)","2024","Renal failure","N17-N19",219,1769979,12.4,8.2
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2024 (provisional)","2024",,,434,1769979,24.5,16.3
,"Census Region 3: South","CENS-R3","West Virginia","54","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",192,1769979,10.8,7.1
,"Census Region 3: South","CENS-R3","West Virginia","54","2025 (provisional and partial)","2025","Renal failure","N17-N19",193,1769979,10.9,7.1
"Total","Census Region 3: South","CENS-R3","West Virginia","54","2025 (provisional and partial)","2025",,,385,1769979,21.8,14.1
"Total","Census Region 3: South","CENS-R3","West Virginia","54",,,,,3564,16020889,22.2,15.4
,"Census Region 3: South","CENS-R3","Alabama","01","2018","2018","Other bacterial diseases","A30-A49",295,4887871,6.0,4.9
,"Census Region 3: South","CENS-R3","Alabama","01","2018","2018","Renal failure","N17-N19",297,4887871,6.1,4.9
"Total","Census Region 3: South","CENS-R3","Alabama","01","2018","2018",,,592,4887871,12.1,9.7
,"Census Region 3: South","CENS-R3","Alabama","01","2019","2019","Other bacterial diseases","A30-A49",276,4903185,5.6,4.5
,"Census Region 3: South","CENS-R3","Alabama","01","2019","2019","Renal failure","N17-N19",277,4903185,5.6,4.5
"Total","Census Region 3: South","CENS-R3","Alabama","01","2019","2019",,,553,4903185,11.3,8.9
,"Census Region 3: South","CENS-R3","Alabama","01","2020","2020","Other bacterial diseases","A30-A49",431,4921532,8.8,6.8
,"Census Region 3: South","CENS-R3","Alabama","01","2020","2020","Renal failure","N17-N19",434,4921532,8.8,6.8
"Total","Census Region 3: South","CENS-R3","Alabama","01","2020","2020",,,865,4921532,17.6,13.6
,"Census Region 3: South","CENS-R3","Alabama","01","2021","2021","Other bacterial diseases","A30-A49",634,5039877,12.6,9.9
,"Census Region 3: South","CENS-R3","Alabama","01","2021","2021","Renal failure","N17-N19",637,5039877,12.6,9.9
"Total","Census Region 3: South","CENS-R3","Alabama","01","2021","2021",,,1271,5039877,25.2,19.8
,"Census Region 3: South","CENS-R3","Alabama","01","2022","2022","Other bacterial diseases","A30-A49",758,5074296,14.9,11.5
,"Census Region 3: South","CENS-R3","Alabama","01","2022","2022","Renal failure","N17-N19",763,5074296,15.0,11.6
"Total","Census Region 3: South","CENS-R3","Alabama","01","2022","2022",,,1521,5074296,30.0,23.1
,"Census Region 3: South","CENS-R3","Alabama","01","2023","2023","Other bacterial diseases","A30-A49",700,5108468,13.7,10.5
,"Census Region 3: South","CENS-R3","Alabama","01","2023","2023","Renal failure","N17-N19",701,5108468,13.7,10.5
"Total","Census Region 3: South","CENS-R3","Alabama","01","2023","2023",,,1401,5108468,27.4,21.0
,"Census Region 3: South","CENS-R3","Alabama","01","2024 (provisional)","2024","Other bacterial diseases","A30-A49",603,5157699,11.7,9.0
,"Census Region 3: South","CENS-R3","Alabama","01","2024 (provisional)","2024","Renal failure","N17-N19",604,5157699,11.7,9.0
"Total","Census Region 3: South","CENS-R3","Alabama","01","2024 (provisional)","2024",,,1207,5157699,23.4,17.9
,"Census Region 3: South","CENS-R3","Alabama","01","2025 (provisional and partial)","2025","Other bacterial diseases","A30-A49",583,5157699,11.3,8.6
,"Census Region 3: South","CENS-R3","Alabama","01","2025 (provisional and partial)","2025","Renal failure","N17-N19",585,5157699,11.3,8.6
"Total","Census Region 3: South","CENS-R3","Alabama","01","2025 (provisional and partial)","2025",,,1168,5157699,22.6,17.2
,"Census Region 3: South","CENS-R3","Alabama","01","2026 (provisional and partial)","2026","Other bacterial diseases","A30-A49",32,5157699,0.6,0.5
,"Census Region 3: South","CENS-R3","Alabama","01","2026 (provisional and partial)","2026","Renal failure","N17-N19",32,5157699,0.6,0.5
"Total","Census Region 3: South","CENS-R3","Alabama","01","2026 (provisional and partial)","2026",,,64,5157699,1.2,1.0
"Total","Census Region 3: South","CENS-R3","Alabama","01",,,,,8642,45408326,19.0,14.7
,"Census Region 3: South","CENS-R3","Kentucky","21","2018","2018","Other bacterial diseases","A30-A49",441,4468402,9.9,8.2
,"Census Region 3: South","CENS-R3","Kentucky","21","2018","2018","Renal failure","N17-N19",452,4468402,10.1,8.4
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2018","2018",,,893,4468402,20.0,16.5
,"Census Region 3: South","CENS-R3","Kentucky","21","2019","2019","Other bacterial diseases","A30-A49",439,4467673,9.8,8.0
,"Census Region 3: South","CENS-R3","Kentucky","21","2019","2019","Renal failure","N17-N19",449,4467673,10.0,8.1
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2019","2019",,,888,4467673,19.9,16.1
,"Census Region 3: South","CENS-R3","Kentucky","21","2020","2020","Other bacterial diseases","A30-A49",527,4477251,11.8,9.2
,"Census Region 3: South","CENS-R3","Kentucky","21","2020","2020","Renal failure","N17-N19",537,4477251,12.0,9.4
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2020","2020",,,1064,4477251,23.8,18.6
,"Census Region 3: South","CENS-R3","Kentucky","21","2021","2021","Other bacterial diseases","A30-A49",1049,4509394,23.3,19.0
,"Census Region 3: South","CENS-R3","Kentucky","21","2021","2021","Renal failure","N17-N19",1073,4509394,23.8,19.5
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2021","2021",,,2122,4509394,47.1,38.5
,"Census Region 3: South","CENS-R3","Kentucky","21","2022","2022","Other bacterial diseases","A30-A49",1340,4512310,29.7,23.5
,"Census Region 3: South","CENS-R3","Kentucky","21","2022","2022","Renal failure","N17-N19",1357,4512310,30.1,23.8
"Total","Census Region 3: South","CENS-R3","Kentucky","21","2022","2022",,,2697,4512310,59.8,47.4
